0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
07110100,Vehículo Particular Nuevo O Usado,116.57,1.42,7.79,7.79,0.04,0.21,0.21,,,,,,,,,,,,
07120100,Motos Y Bicicletas Con Motor Nuevas O Usadas,127.28,1.64,10.87,10.87,0.0,0.03,0.03,,,,,,,,,,,,
07130100,Compra De Bicicletas Nuevas O Usadas (Excepto Para Niños),122.25,0.2,11.4,11.4,0.0,0.01,0.01,,,,,,,,,,,,
07210100,"Llantas Y Neumáticos, Rines Para Vehículo",123.91,1.88,10.95,10.95,0.0,0.01,0.01,,,,,,,,,,,,
07210300,"Productos Para La Limpieza Y Conservación Del  Vehículo: Pintura, Limpiadores, Selladores, Shampoo, Ceras, Ambientadores, Eliminador De Olores, Pañitos Húmedos Para Vehículos, Etc.",114.87,0.15,4.73,4.73,0.0,0.0,0.0,,,,,,,,,,,,
07210600,"Piezas Para Bicicleta: Llantas, Neumáticos, Rines, Manzanas, Cadenas, Cambios, Piñones, Guallas, Sillines, Candados Y Cable Candado, Luces, Etc.",129.05,-0.28,14.23,14.23,0.0,0.0,0.0,,,,,,,,,,,,
07219900,Otras Piezas De Repuesto Para Vehículo,112.48,0.39,5.4,5.4,0.0,0.01,0.01,,,,,,,,,,,,
07220400,"Aditivos, Valvulinas, Líquido Para Frenos, Refrigerantes, Agua Para Batería, Etc.",116.51,0.16,8.53,8.53,0.0,0.0,0.0,,,,,,,,,,,,
07220500,Combustibles para vehículos,99.58,2.09,11.32,11.32,0.05,0.28,0.28,,,,,,,,,,,,
07230100,"Mantenimiento Y Reparaciones Efectuadas En El Taller: Engrase, Sincronización, Revisiones Técnicas, Instalaciones De Partes Y Accesorios, Balanceo De Ruedas, Despinchada, Lavado Y Polichado, Servicios De Grúa, Etc.",107.65,0.17,3.52,3.52,0.0,0.02,0.02,,,,,,,,,,,,
07230200,Compra Y Cambio De Aceite,118.12,1.13,8.65,8.65,0.0,0.02,0.02,,,,,,,,,,,,
07230300,Servicios De Latonería Y Pintura,107.18,0.11,1.67,1.67,0.0,0.0,0.0,,,,,,,,,,,,
07240100,Parqueaderos,108.39,-0.02,2.45,2.45,0.0,0.01,0.01,,,,,,,,,,,,
07240200,Peajes,109.34,0.0,1.66,1.66,0.0,0.0,0.0,,,,,,,,,,,,
07240300,"Gastos Reglamentarios Relacionados Con La Propiedad, Manejo Y Alquiler De Vehículos",115.68,0.03,3.69,3.69,0.0,0.0,0.0,,,,,,,,,,,,
07330100,Transporte De Pasajeros Y Equipaje En Avión (Incluye Pagos Por Exceso De Equipaje),99.47,-4.32,3.12,3.12,-0.01,0.01,0.01,,,,,,,,,,,,
07371000,Transporte urbano  (incluye tren y metro),111.88,0.14,2.79,2.79,0.01,0.13,0.13,,,,,,,,,,,,
07372000,"Transporte intermunicipal, interveredal e interIPC",132.11,3.01,-5.22,-5.22,0.01,-0.02,-0.02,,,,,,,,,,,,
07373000,Transporte escolar,117.1,0.0,5.06,5.06,0.0,0.02,0.02,,,,,,,,,,,,
08210200,"Equipos de telefonía móvil, similares y reparación",70.37,-0.21,-13.3,-13.3,0.0,-0.04,-0.04,,,,,,,,,,,,
08310400,Servicios de comunicación fija y móvil y provisión a internet,92.07,0.0,-12.01,-12.01,0.0,-0.47,-0.47,,,,,,,,,,,,
09110100,"Equipo Para La Recepción, Grabación Y Reproducción De Sonido Únicamente",89.94,-1.23,-1.66,-1.66,0.0,0.0,0.0,,,,,,,,,,,,
09110200,"Equipo Para La Grabación, Recepción Y Reproducción  De Imagen Y Sonido",98.19,-0.8,15.57,15.57,0.0,0.03,0.03,,,,,,,,,,,,
09130100,Aparatos De Procesamiento De Información Y Hardware,79.31,-2.18,-14.67,-14.67,0.0,-0.02,-0.02,,,,,,,,,,,,
09310200,Juegos Y Juguetes Infantiles,101.07,-2.6,-1.22,-1.22,0.0,0.0,0.0,,,,,,,,,,,,
09310300,"Artículos, Adornos Y Prendas De Vestir Para Fiestas",106.53,0.58,3.58,3.58,0.0,0.0,0.0,,,,,,,,,,,,
09330200,"Plantas Naturales: Ramos De Flores, Matas, Arbustos",110.04,0.03,2.02,2.02,0.0,0.0,0.0,,,,,,,,,,,,
09340200,Alimentos Para Animales Domésticos Y Mascotas,115.59,1.33,2.03,2.03,0.0,0.01,0.01,,,,,,,,,,,,
09340300,"Productos  Para Animales Domésticos Y Mascotas, Productos De Veterinaria, Artículos Para El Cuidado E Higiene (Shampoo, Jabón, Desodorantes) Y Accesorios Para Mascotas (Collares, Perrera, Jaula, Acuarios Y Otros)",108.89,0.1,5.05,5.05,0.0,0.0,0.0,,,,,,,,,,,,
09350100,"Servicios De Veterinaria Y De Otro Tipo Para Animales Domésticos: Cuidado, Salón De Belleza, Alojamiento, Entrenamiento, Paseadores De Perros Y Colegios Para Mascotas Etc.",117.7,0.64,6.77,6.77,0.0,0.01,0.01,,,,,,,,,,,,
09410100,Servicios Recreativos,95.74,0.03,0.54,0.54,0.0,0.0,0.0,,,,,,,,,,,,
09410200,Servicios Prestados Por Escenarios Deportivos,104.67,0.01,1.82,1.82,0.0,0.0,0.0,,,,,,,,,,,,
09420100,Cines Y Teatros,117.14,2.35,4.47,4.47,0.01,0.01,0.01,,,,,,,,,,,,
09420600,Suscripción y servicio de televisión por redes y cable ,106.85,-0.28,-0.31,-0.31,0.0,0.0,0.0,,,,,,,,,,,,
09510100,Libros Y Lista De Útiles Escolares Completa,102.99,0.16,0.34,0.34,0.0,0.0,0.0,,,,,,,,,,,,
09510200,"Libros de texto: textos guías para clase (incluye libros de literatura, poesía, etc., requeridos en clase)",107.75,0.0,0.64,0.64,0.0,0.0,0.0,,,,,,,,,,,,
09520400,Compra de periódicos,108.4,1.11,3.6,3.6,0.0,0.0,0.0,,,,,,,,,,,,
09530100,Material Impreso Diverso,101.01,0.07,0.38,0.38,0.0,0.0,0.0,,,,,,,,,,,,
09540100,"Artículos De Papelería: Cuadernos, Agendas, Papel Suelto Y En Resmas",108.25,1.36,6.52,6.52,0.0,0.01,0.01,,,,,,,,,,,,
09540200,Artículos Para Escribir,111.56,0.46,6.02,6.02,0.0,0.01,0.01,,,,,,,,,,,,
09540300,Artículos Para Pintura Y Dibujo,106.61,0.31,4.1,4.1,0.0,0.0,0.0,,,,,,,,,,,,
09610300,"Paquetes turísticos completos, incluye paquetes de viajes de excursión realizados durante un día (sin pernoctar)",103.69,3.49,-3.84,-3.84,0.02,-0.02,-0.02,,,,,,,,,,,,
10110400,Educación preescolar y básica primaria,112.81,0.0,6.22,6.22,0.0,0.09,0.09,,,,,,,,,,,,
10210100,Educación Secundaria,115.32,0.0,5.29,5.29,0.0,0.05,0.05,,,,,,,,,,,,
10410100,"Inscripciones y matrículas en carreras técnicas, tecnológicas y universitarias",75.92,-0.78,-6.56,-6.56,-0.01,-0.07,-0.07,,,,,,,,,,,,
10410200,"Inscripciones y matrículas en postgrados (especialización, maestría, doctorado)",108.54,0.39,11.74,11.74,0.0,0.03,0.03,,,,,,,,,,,,
10419900,Otros gastos en educación superior,102.74,0.0,2.67,2.67,0.0,0.0,0.0,,,,,,,,,,,,
10510100,Cursos de educación no formal,102.93,0.0,1.85,1.85,0.0,0.0,0.0,,,,,,,,,,,,
10510400,"Diplomados, educación continuada, preicfes, preuniversitarios",115.31,0.0,14.29,14.29,0.0,0.0,0.0,,,,,,,,,,,,
10510800,Pagos por asesorías de tareas y clases dictadas por particulares,108.14,0.0,1.64,1.64,0.0,0.0,0.0,,,,,,,,,,,,
11110100,"Comidas en establecimientos de servicio a la mesa y autoservicio,  medios de transporte, máquinas expendedoras, puestos móviles, y lugares de esparcimiento; se incluyen también las  contratadas por encargo, para llevar y por servicio a domicilio",119.37,1.09,9.93,9.93,0.07,0.64,0.64,,,,,,,,,,,,
11110200,"Bebidas calientes : tinto, café con leche, chocolate, té, bebida achocolatada caliente, leche, agua de panela, agua aromática, avena caliente y similares  para consumo inmediato, en establecimientos de servicio a la mesa y autoservicio.",115.19,0.91,9.57,9.57,0.0,0.02,0.02,,,,,,,,,,,,
11110300,"Gaseosa Y Otros Refrescos  En Establecimientos De Servicio A La Mesa Y Autoservicio,  Medios De Transporte, Maquinas Expendedoras, Puestos Moviles, Y Lugares De Esparcimiento; Se Incluyen Tambien Las Adquiriudas Para Llevar Y Servicio A Domicilio",115.12,0.87,6.02,6.02,0.0,0.02,0.02,,,,,,,,,,,,
11110400,"Comidas preparadas fuera del hogar para consumo inmediato, en establecimientos de servicio a la mesa y autoservicio,  puestos móviles, lugares de esparcimiento, para llevar y por servicio a domicilio",115.47,0.95,7.97,7.97,0.02,0.16,0.16,,,,,,,,,,,,
11110700,"Gastos en discotecas, bares, griles, tabernas, fondas y tiendas dentro y  al aire libre (comida, bebidas, cover)",109.21,0.19,1.95,1.95,0.0,0.01,0.01,,,,,,,,,,,,
11120100,Pago Por Alimentación En Comedores,117.12,0.0,4.32,4.32,0.0,0.0,0.0,,,,,,,,,,,,
11210100,"Servicios de alojamiento en hoteles, pensiones, posadas, hostales y moteles; alojamiento en centros de vacaciones y por motivo de enseñanza: internados",96.95,2.77,2.4,2.4,0.01,0.0,0.0,,,,,,,,,,,,
12110100,Servicios Prestados En Salones De Peluquería Y Establecimientos De Cuidado Personal,110.84,0.44,4.49,4.49,0.0,0.04,0.04,,,,,,,,,,,,
12120100,Aparatos Eléctricos Para El Cuidado Personal Y Su Reparación,110.03,0.28,9.56,9.56,0.0,0.0,0.0,,,,,,,,,,,,
12130100,Artículos Para El Cuidado Y La Atención Personal,108.33,0.16,2.98,2.98,0.0,0.0,0.0,,,,,,,,,,,,
12130200,Artículos Para Higiene Corporal,108.09,0.18,3.57,3.57,0.0,0.05,0.05,,,,,,,,,,,,
12130300,Artículos Para La Higiene Oral,109.63,0.33,3.74,3.74,0.0,0.01,0.01,,,,,,,,,,,,
12130400,Productos De Belleza,103.82,0.14,-0.62,-0.62,0.0,0.0,0.0,,,,,,,,,,,,
12139900,Otros Productos Para El Aseo Personal,110.57,0.71,6.28,6.28,0.01,0.06,0.06,,,,,,,,,,,,
12310100,"Artículos En Oro,  Plata Y Piedras Preciosas Y Su Reparación",158.76,0.89,6.39,6.39,0.0,0.01,0.01,,,,,,,,,,,,
12310200,"Relojes, Cronómetros, Termómetros, Barómetros Y Su Reparación",110.19,-0.17,2.3,2.3,0.0,0.0,0.0,,,,,,,,,,,,
12310300,Artículos De Fantasía Y Su Reparación,104.44,0.37,1.45,1.45,0.0,0.0,0.0,,,,,,,,,,,,
12320100,Artículos De Viaje Y Otros Artículos Para El Transporte De Efectos Personales,100.09,0.64,0.79,0.79,0.0,0.0,0.0,,,,,,,,,,,,
12320200,Artículos Para Bebés Y Su Reparación,104.34,-0.33,2.02,2.02,0.0,0.0,0.0,,,,,,,,,,,,
12320400,"Artículos personales varios como: gafas de sol, lentes de contacto cosméticos, bastones, paraguas y sombrillas, abanicos, llaveros, etc.",99.8,0.07,0.84,0.84,0.0,0.0,0.0,,,,,,,,,,,,
12410100,Servicios de protección social dentro y fuera del hogar,102.35,-0.01,0.02,0.02,0.0,0.0,0.0,,,,,,,,,,,,
12410200,"Guarderías, salacunas, cuidado de niños fuera del hogar y servicios de adopción",112.7,0.19,1.93,1.93,0.0,0.01,0.01,,,,,,,,,,,,
12410300,Cuotas moderadoras a EPS,116.6,0.0,3.34,3.34,0.0,0.0,0.0,,,,,,,,,,,,
12530100,"Seguros médicos, de accidentes y medicina prepagada",117.63,0.15,4.47,4.47,0.0,0.01,0.01,,,,,,,,,,,,
12540100,Seguros De Vehículos Y Otros Relacionados Con El Transporte,106.7,3.67,17.49,17.49,0.01,0.02,0.02,,,,,,,,,,,,
12620400,Servicios auxiliares y  financieros prestados a cambio de una comisión explicita,111.16,0.03,3.47,3.47,0.0,0.01,0.01,,,,,,,,,,,,
12710500,"Certificados, documentos administrativos y pago de honorarios",107.26,0.0,1.61,1.61,0.0,0.0,0.0,,,,,,,,,,,,
12719900,Otros pagos por servicios,116.02,1.11,7.7,7.7,0.0,0.0,0.0,,,,,,,,,,,,
01110100,Arroz,122.87,-0.48,-0.48,-2.87,-0.01,-0.01,-0.03,,,,,,,,,,,,
01110200,Pastas Alimenticias,111.51,0.47,0.47,7.22,0.0,0.0,0.01,,,,,,,,,,,,
01110300,Avena Y Sus Derivados,103.62,1.6,1.6,7.9,0.0,0.0,0.0,,,,,,,,,,,,
01110500,Trigo Y Sus Derivados,107.13,0.02,0.02,3.1,0.0,0.0,0.0,,,,,,,,,,,,
01110600,Maíz Y Sus Derivados,112.3,-0.28,-0.28,1.9,0.0,0.0,0.0,,,,,,,,,,,,
01110800,Pan,107.42,0.52,0.52,3.75,0.0,0.0,0.03,,,,,,,,,,,,
01119800,"Otras Harinas, Cereales Y Almidones",107.01,0.54,0.54,3.67,0.0,0.0,0.01,,,,,,,,,,,,
01119900,Otros Productos De Panadería,103.33,0.17,0.17,1.61,0.0,0.0,0.0,,,,,,,,,,,,
01120100,Carne De Res Y Derivados,110.33,1.27,1.27,5.74,0.02,0.02,0.11,,,,,,,,,,,,
01120200,Carne De Cerdo Y Derivados,115.78,1.97,1.97,11.57,0.01,0.01,0.06,,,,,,,,,,,,
01120300,Carne De Aves,110.33,2.01,2.01,6.05,0.03,0.03,0.07,,,,,,,,,,,,
01120500,"Carnes Preparadas, Charcutería Y Otros Productos Conteniendo Carne",108.59,0.13,0.13,4.65,0.0,0.0,0.02,,,,,,,,,,,,
01130300,Productos de rio y mar (incluye pescados y camarones frescos o congelados y pescado enlatado como sardinas y atún),114.59,0.31,0.31,9.42,0.0,0.0,0.06,,,,,,,,,,,,
01140100,Leche,111.68,0.69,0.69,5.49,0.01,0.01,0.06,,,,,,,,,,,,
01140200,Quesos Y Productos Afines,110.23,0.72,0.72,3.01,0.0,0.0,0.01,,,,,,,,,,,,
01140500,Huevos,109.85,0.3,0.3,5.17,0.0,0.0,0.04,,,,,,,,,,,,
01149900,Otros Derivados De La Leche,110.27,1.16,1.16,5.99,0.0,0.0,0.01,,,,,,,,,,,,
01150100,Aceites Comestibles,117.09,1.62,1.62,10.62,0.01,0.01,0.05,,,,,,,,,,,,
01150200,Mantequilla De Vaca,119.97,0.24,0.24,5.19,0.0,0.0,0.0,,,,,,,,,,,,
01150500,Margarinas y grasas animales y vegetales,108.12,0.43,0.43,5.38,0.0,0.0,0.0,,,,,,,,,,,,
01160200,Frutas Congeladas O En Pulpa,102.23,0.09,0.09,1.7,0.0,0.0,0.0,,,,,,,,,,,,
01160300,"Frutos Secos Y Nueces, Cáscaras De Frutas Y Semillas Comestibles",108.62,0.3,0.3,5.16,0.0,0.0,0.0,,,,,,,,,,,,
01160500,Naranjas,131.62,12.25,12.25,5.1,0.01,0.01,0.0,,,,,,,,,,,,
01160600,Bananos,128.27,0.05,0.05,11.87,0.0,0.0,0.01,,,,,,,,,,,,
01160700,Tomate de árbol,107.19,2.79,2.79,9.76,0.0,0.0,0.01,,,,,,,,,,,,
01160800,Moras,103.02,3.49,3.49,-7.95,0.0,0.0,-0.01,,,,,,,,,,,,
01160900,Frutas frescas,128.89,1.87,1.87,7.41,0.02,0.02,0.06,,,,,,,,,,,,
01170200,Legumbres Secas,108.65,-1.45,-1.45,14.11,0.0,0.0,0.03,,,,,,,,,,,,
01170300,Legumbres Y Hortalizas En Conserva Y Deshidratadas,105.95,0.15,0.15,3.14,0.0,0.0,0.0,,,,,,,,,,,,
01170400,Plátanos,100.01,-1.54,-1.54,-0.96,0.0,0.0,0.0,,,,,,,,,,,,
01170500,Papas,86.82,10.12,10.12,-8.28,0.02,0.02,-0.02,,,,,,,,,,,,
01170600,Yuca Para Consumo En El Hogar,79.0,0.29,0.29,-17.49,0.0,0.0,-0.02,,,,,,,,,,,,
01171100,"Productos Derivados De Los Tubérculos, Raíces Y Plátanos",106.31,0.36,0.36,2.78,0.0,0.0,0.0,,,,,,,,,,,,
01171200,"Arracacha, ñame y otros tubérculos",102.34,-2.66,-2.66,-8.55,0.0,0.0,0.0,,,,,,,,,,,,
01171300,Tomate,151.25,27.6,27.6,34.24,0.05,0.05,0.07,,,,,,,,,,,,
01171400,Cebolla,111.06,9.92,9.92,25.98,0.02,0.02,0.04,,,,,,,,,,,,
01171500,Zanahoria,127.48,2.23,2.23,-3.55,0.0,0.0,0.0,,,,,,,,,,,,
01171600,Hortalizas y legumbres frescas ,137.42,4.06,4.06,12.21,0.02,0.02,0.05,,,,,,,,,,,,
01180100,Azúcar Y Otros Endulzantes,109.47,-0.35,-0.35,0.08,0.0,0.0,0.0,,,,,,,,,,,,
01180200,Panela Cruda Para Consumo En El Hogar,122.61,1.95,1.95,26.74,0.0,0.0,0.04,,,,,,,,,,,,
01180300,"Jaleas, Mermeladas, Miel Y Similares",108.94,0.15,0.15,3.87,0.0,0.0,0.0,,,,,,,,,,,,
01180500,"Dulces, Confites, Caramelos, Bombones, Chocolatinas, Chicles, Masmelos, Cocadas Para Consumo En El Hogar",120.86,0.78,0.78,17.41,0.0,0.0,0.01,,,,,,,,,,,,
01180600,"Helados, Conos, Paletas, Vasitos, Refrescos Congelados Y Tortas Heladas Para Consumo En El Hogar",107.53,0.66,0.66,3.5,0.0,0.0,0.0,,,,,,,,,,,,
01180700,"Gelatinas, Flanes Y Pudines En Polvo Para Preparar",102.53,0.4,0.4,4.09,0.0,0.0,0.0,,,,,,,,,,,,
01190100,"Salsas, Pastas Y Aderezos",107.01,-0.12,-0.12,4.65,0.0,0.0,0.01,,,,,,,,,,,,
01190200,Sal,116.08,0.73,0.73,5.4,0.0,0.0,0.0,,,,,,,,,,,,
01190500,"Sopas, Cremas, Caldos Y Consomés",107.64,-0.13,-0.13,3.13,0.0,0.0,0.0,,,,,,,,,,,,
01190600,"Frituras: papas fritas, chitos, maizitos, patacones, besitos, etc., para consumo en el hogar",110.51,0.16,0.16,3.56,0.0,0.0,0.0,,,,,,,,,,,,
01190800,Condimentos y hierbas culinarias,116.84,-0.2,-0.2,10.1,0.0,0.0,0.01,,,,,,,,,,,,
01191100,Leche En Polvo Para Lactantes,106.3,0.11,0.11,4.49,0.0,0.0,0.0,,,,,,,,,,,,
01199900,"Otros Alimentos Precocidos Y Preparados: Ajiaco, Lenteja, Frijol, Lechona Enlatada Y Similares",108.44,-0.13,-0.13,5.42,0.0,0.0,0.0,,,,,,,,,,,,
01210100,Café Y Productos A Base De Café,103.44,0.21,0.21,1.76,0.0,0.0,0.0,,,,,,,,,,,,
01210200,Chocolate Y Productos A Base De Chocolate,107.3,0.47,0.47,5.89,0.0,0.0,0.01,,,,,,,,,,,,
01210300,Té E Infusiones (Para Bebidas Calientes),110.02,0.11,0.11,7.87,0.0,0.0,0.0,,,,,,,,,,,,
01220100,Agua Mineral (Con Y Sin Gas) Para Consumo En El Hogar,112.65,0.11,0.11,4.12,0.0,0.0,0.0,,,,,,,,,,,,
01220600,"Refrescos Líquidos Empacados (Jugos, Té Fríos Y Bebidas Hidratantes)",107.75,0.04,0.04,5.46,0.0,0.0,0.01,,,,,,,,,,,,
01220700,Concentrados Para Preparar Refrescos,88.27,0.02,0.02,1.97,0.0,0.0,0.0,,,,,,,,,,,,
01221100,Gaseosas y maltas para consumo en el hogar,111.41,0.06,0.06,2.53,0.0,0.0,0.01,,,,,,,,,,,,
01221200,"Bebidas energizantes y a base de arroz, soya, coco y similares",106.77,0.68,0.68,4.05,0.0,0.0,0.0,,,,,,,,,,,,
02110100,Aguardiente,111.23,0.01,0.01,0.45,0.0,0.0,0.0,,,,,,,,,,,,
02110500,"Whisky, ron, brandy, vodka, ginebra, coñac, tequila, cremas de licor y aperitivos",110.06,0.04,0.04,2.24,0.0,0.0,0.01,,,,,,,,,,,,
02120100,"Vino, Champaña, Jerez Y Aperitivos A Base De Vino Para Consumo En El Hogar",114.46,-1.16,-1.16,4.5,0.0,0.0,0.0,,,,,,,,,,,,
02130100,Cerveza Y Refajo,105.04,0.33,0.33,1.84,0.0,0.0,0.02,,,,,,,,,,,,
02210100,"Cigarrillos, tabaco y derivados",123.61,0.63,0.63,7.32,0.0,0.0,0.01,,,,,,,,,,,,
03120100,Prendas De Vestir Para Hombre,96.6,-0.53,-0.53,-4.71,-0.01,-0.01,-0.05,,,,,,,,,,,,
03120200,Prendas De Vestir Para Mujer,92.03,-1.42,-1.42,-7.5,-0.01,-0.01,-0.08,,,,,,,,,,,,
03120500,Prendas De Vestir Para Bebés,98.43,0.26,0.26,-3.33,0.0,0.0,0.0,,,,,,,,,,,,
03120600,Uniformes,107.51,0.0,0.0,3.6,0.0,0.0,0.01,,,,,,,,,,,,
03120700,Prendas de vestir para niña y niño,97.72,0.07,0.07,-3.08,0.0,0.0,-0.01,,,,,,,,,,,,
03131000,"Otros artículos y accesorios de vestir para hombre y mujer, incluyendo artículos de vestir para adulto y bebé y materiales",104.9,2.72,2.72,2.42,0.0,0.0,0.0,,,,,,,,,,,,
03140200,Lavado Y Planchado De Ropa,106.02,0.28,0.28,1.81,0.0,0.0,0.0,,,,,,,,,,,,
03210100,Calzado Para Hombre,96.22,0.32,0.32,-4.44,0.0,0.0,-0.02,,,,,,,,,,,,
03210200,Calzado Para Mujer,95.42,0.11,0.11,-5.52,0.0,0.0,-0.02,,,,,,,,,,,,
03210700,Calzado para niño y niña,95.68,0.17,0.17,-5.16,0.0,0.0,-0.01,,,,,,,,,,,,
04130100,Arriendo efectivo ,104.13,0.16,0.16,1.16,0.02,0.02,0.12,,,,,,,,,,,,
04230100,Arriendo imputado,104.3,0.2,0.2,1.28,0.03,0.03,0.18,,,,,,,,,,,,
04310100,Materiales Para La Conservación Y La Reparación De La Vivienda,105.53,0.0,0.0,3.62,0.0,0.0,0.0,,,,,,,,,,,,
04410100,Suministro De Agua,108.69,0.65,0.65,3.42,0.01,0.01,0.06,,,,,,,,,,,,
04420100,Recogida De Basuras,116.17,0.64,0.64,5.38,0.0,0.0,0.02,,,,,,,,,,,,
04430100,Alcantarillado,113.61,0.57,0.57,2.99,0.0,0.0,0.02,,,,,,,,,,,,
04440100,Servicios Relacionados Con La Copropiedad,110.0,0.15,0.15,3.69,0.0,0.0,0.04,,,,,,,,,,,,
04510100,Electricidad,108.6,-0.09,-0.09,4.58,0.0,0.0,0.13,,,,,,,,,,,,
04520300,Gas,108.02,-1.93,-1.93,3.52,-0.02,-0.02,0.04,,,,,,,,,,,,
05110100,Muebles,105.1,0.72,0.72,3.2,0.0,0.0,0.02,,,,,,,,,,,,
05110200,Equipo De Iluminación,103.81,0.34,0.34,2.01,0.0,0.0,0.0,,,,,,,,,,,,
05119900,Otros Artículos De Decoración,106.25,0.02,0.02,5.87,0.0,0.0,0.0,,,,,,,,,,,,
05210200,Ropa confeccionada para cama,104.33,0.27,0.27,2.32,0.0,0.0,0.0,,,,,,,,,,,,
05210700,Ropa de tocador y productos textiles del hogar,106.41,0.34,0.34,3.44,0.0,0.0,0.0,,,,,,,,,,,,
05310100,"Neveras, Refrigeradores Y Congeladores",100.78,0.58,0.58,-2.93,0.0,0.0,0.0,,,,,,,,,,,,
05310200,"Lavadoras, Secadoras Y Lava-Vajillas",96.29,0.53,0.53,-5.96,0.0,0.0,-0.01,,,,,,,,,,,,
05310300,"Estufas, Hornos Y Pipetas De Gas",101.73,0.87,0.87,-1.94,0.0,0.0,0.0,,,,,,,,,,,,
05320100,Aparatos Eléctricos  Pequeños Para El Hogar,100.8,0.62,0.62,-0.26,0.0,0.0,0.0,,,,,,,,,,,,
05410100,"Cristalería y vajilla Artículos, vajillas y utensilios de vidrio, cristal, porcelana y cerámica para el hogar",108.73,0.41,0.41,5.26,0.0,0.0,0.0,,,,,,,,,,,,
05410300,Utensilios de cocina y menaje no eléctricos,105.87,0.13,0.13,4.12,0.0,0.0,0.0,,,,,,,,,,,,
05520300,Accesorios Eléctricos Pequeños,103.55,0.09,0.09,4.52,0.0,0.0,0.0,,,,,,,,,,,,
05610100,Productos De Limpieza Y Mantenimiento,95.43,-0.33,-0.33,-7.23,0.0,0.0,-0.1,,,,,,,,,,,,
05610200,Elementos De Aseo,98.82,0.24,0.24,-4.96,0.0,0.0,-0.01,,,,,,,,,,,,
05610400,"Artículos De Ferretería: Puntillas, Clavos, Tornillos, Tuercas, Brocas, Brochas, Pinceles, Lijas Y Otros.",105.03,1.3,1.3,2.57,0.0,0.0,0.0,,,,,,,,,,,,
05610600,Productos desechables y no duraderos para el hogar,104.5,0.3,0.3,2.46,0.0,0.0,0.0,,,,,,,,,,,,
05620100,Servicio Doméstico,107.36,0.56,0.56,2.43,0.01,0.01,0.03,,,,,,,,,,,,
06110300,Productos farmacéuticos y dermatológicos,109.64,0.47,0.47,5.83,0.01,0.01,0.06,,,,,,,,,,,,
06120100,Elementos Implementos Médicos,105.12,-3.48,-3.48,0.38,0.0,0.0,0.0,,,,,,,,,,,,
06130100,Artefactos Y Equipo Terapéutico Y Su Reparación,106.81,0.15,0.15,2.52,0.0,0.0,0.0,,,,,,,,,,,,
06210100,Consulta Médica General Con Médico Particular,109.2,0.27,0.27,4.04,0.0,0.0,0.0,,,,,,,,,,,,
06210500,"Consulta médica con médico especialista particular (incluye ortodoncia): pediatría, oftalmología, ginecología, siquiatría, traumatología, cardiología y otros especialistas",106.63,0.16,0.16,2.91,0.0,0.0,0.01,,,,,,,,,,,,
06220100,"Servicios Odontológicos Con Odontólogos Particulares: Consultas, Profilaxis, Exodoncias (Extracción), Amalgamas, Sellantes, Fluorización.",106.93,-0.11,-0.11,3.93,0.0,0.0,0.01,,,,,,,,,,,,
06230100,"Servicios Para Particulares En Centros De Rayos X: Radiografías (Incluyendo Las Dentales), Urografías, Mamografías, Electrocardiogramas Y Otras Imágenes Diagnósticas",105.61,0.06,0.06,2.26,0.0,0.0,0.0,,,,,,,,,,,,
06230200,"Exámenes De Laboratorio Para Particulares: De Sangre, Bacteriológicos, Etc.",106.88,0.09,0.09,4.02,0.0,0.0,0.0,,,,,,,,,,,,
06230300,Servicios Médicos Auxiliares No Hospitalarios,102.83,0.18,0.18,0.32,0.0,0.0,0.0,,,,,,,,,,,,
06310300,"Servicios médicos menores (pequeña cirugía, cirugía ambulatoria, urgencias, etc.)",100.03,0.0,0.0,0.81,0.0,0.0,0.0,,,,,,,,,,,,
07110100,Vehículo Particular Nuevo O Usado,108.64,0.45,0.45,5.16,0.01,0.01,0.14,,,,,,,,,,,,
07120100,Motos Y Bicicletas Con Motor Nuevas O Usadas,115.64,0.73,0.73,8.88,0.0,0.0,0.02,,,,,,,,,,,,
07130100,Compra De Bicicletas Nuevas O Usadas (Excepto Para Niños),111.44,1.55,1.55,8.54,0.0,0.0,0.0,,,,,,,,,,,,
07210100,"Llantas Y Neumáticos, Rines Para Vehículo",111.97,0.25,0.25,3.39,0.0,0.0,0.0,,,,,,,,,,,,
07210300,"Productos Para La Limpieza Y Conservación Del  Vehículo: Pintura, Limpiadores, Selladores, Shampoo, Ceras, Ambientadores, Eliminador De Olores, Pañitos Húmedos Para Vehículos, Etc.",109.7,0.02,0.02,2.84,0.0,0.0,0.0,,,,,,,,,,,,
07210600,"Piezas Para Bicicleta: Llantas, Neumáticos, Rines, Manzanas, Cadenas, Cambios, Piñones, Guallas, Sillines, Candados Y Cable Candado, Luces, Etc.",115.0,1.8,1.8,7.92,0.0,0.0,0.0,,,,,,,,,,,,
07219900,Otras Piezas De Repuesto Para Vehículo,106.66,-0.06,-0.06,1.57,0.0,0.0,0.0,,,,,,,,,,,,
07220400,"Aditivos, Valvulinas, Líquido Para Frenos, Refrigerantes, Agua Para Batería, Etc.",107.58,0.22,0.22,3.87,0.0,0.0,0.0,,,,,,,,,,,,
07220500,Combustibles para vehículos,91.05,1.79,1.79,-10.62,0.04,0.04,-0.3,,,,,,,,,,,,
